"","event","year","rasterID","S","biomass","yrcat"
"5414",2009549,2009,2169,23,40.52,"g"
"5415",2009551,2009,2170,23,75.852,"g"
"5416",2009553,2009,2170,14,100.379,"g"
"5417",2009555,2009,2120,19,77.897,"g"
"5418",2009557,2009,2120,24,166.534,"g"
"5419",2009559,2009,1972,28,83.395,"g"
"5420",2009561,2009,1973,16,20.429,"g"
"5421",2009563,2009,1923,19,160.378,"g"
"5422",2009565,2009,1924,17,31.679,"g"
"5423",2009567,2009,1924,16,122.463,"g"
"5424",2009569,2009,1586,6,3.339,"g"
"5425",2009571,2009,1586,7,16.529,"g"
"5426",2009573,2009,1536,13,20.934,"g"
"5427",2009575,2009,1536,28,108.554,"g"
"5428",2009577,2009,1536,27,157.182,"g"
"5429",2009579,2009,1486,36,78.121,"g"
"5430",2009581,2009,1486,28,84.571,"g"
"5431",2009583,2009,1487,20,38.965,"g"
"5432",2009585,2009,1437,19,135.37,"g"
"5433",2009587,2009,1247,39,174.669,"g"
"5434",2009589,2009,1247,29,115.269,"g"
"5435",2009591,2009,1246,24,1602.958,"g"
"5436",2009593,2009,1246,29,172.912,"g"
"5437",2009595,2009,1245,23,155.419,"g"
"5438",2009597,2009,1295,16,99.999,"g"
"5439",2009599,2009,1295,16,127.727,"g"
"5440",2009601,2009,1294,20,77.682,"g"
"5441",2009603,2009,1294,27,628.675,"g"
"5442",2009605,2009,1342,24,73.479,"g"
"5443",2009607,2009,1342,23,89.243,"g"
"5444",2009609,2009,1340,13,41.12,"g"
"5445",2009611,2009,1340,15,33.667,"g"
"5446",2009613,2009,1340,22,274.092,"g"
"5447",2009615,2009,1389,28,61.754,"g"
"5448",2009617,2009,1388,29,43.034,"g"
"5449",2009619,2009,1388,38,83.202,"g"
"5450",2009621,2009,1778,23,63.311,"g"
"5451",2009623,2009,1778,29,40.898,"g"
"5452",2009625,2009,1778,19,12.949,"g"
"5453",2009627,2009,1778,20,36.758,"g"
"5454",2009629,2009,1777,22,65.706,"g"
"5455",2009631,2009,1777,25,25.695,"g"
"5456",2009633,2009,1586,27,36.252,"g"
"5457",2009635,2009,1534,29,84.639,"g"
"5458",2009637,2009,1534,30,71.205,"g"
"5459",2009639,2009,1534,22,539.178,"g"
"5460",2009641,2009,1533,26,21.874,"g"
"5461",2009643,2009,1532,36,55.844,"g"
"5462",2009645,2009,1582,31,50.356,"g"
"5463",2009647,2009,1582,18,10.543,"g"
"5464",2009649,2009,1581,29,65.999,"g"
"5465",2009651,2009,1630,23,25.528,"g"
"5466",2009653,2009,1630,20,427.45,"g"
"5467",2009655,2009,1630,30,23.873,"g"
"5468",2009657,2009,1680,22,67.726,"g"
"5469",2009659,2009,1680,22,64.608,"g"
"5470",2009661,2009,1730,23,24.377,"g"
"5471",2009663,2009,1730,7,7.968,"g"
"5472",2009665,2009,1730,11,6.058,"g"
"5473",2009667,2009,1729,23,17.968,"g"
"5474",2009669,2009,1729,6,42.262,"g"
"5475",2009671,2009,1779,26,23.106,"g"
"5476",2010001,2010,1827,10,78.449,"h"
"5477",2010003,2010,1827,9,89.623,"h"
"5478",2010005,2010,1777,5,105.043,"h"
"5479",2010007,2010,1778,10,49.099,"h"
"5480",2010009,2010,1778,8,79.166,"h"
"5481",2010011,2010,1779,12,59.386,"h"
"5482",2010013,2010,1729,18,40.619,"h"
"5483",2010015,2010,1730,13,90.707,"h"
"5484",2010017,2010,1437,15,214.447,"h"
"5485",2010019,2010,1388,16,110.642,"h"
"5486",2010021,2010,1389,20,105.705,"h"
"5487",2010023,2010,1342,22,96.237,"h"
"5488",2010025,2010,1340,18,98.497,"h"
"5489",2010027,2010,1340,20,85.051,"h"
"5490",2010029,2010,1340,24,184.35,"h"
"5491",2010031,2010,1388,17,247.79,"h"
"5492",2010033,2010,1487,14,298.795,"h"
"5493",2010035,2010,1581,15,67.395,"h"
"5494",2010037,2010,1630,15,4.906,"h"
"5495",2010039,2010,1630,10,61.298,"h"
"5496",2010041,2010,1680,12,260.505,"h"
"5497",2010043,2010,1680,13,238.566,"h"
"5498",2010045,2010,1826,12,539.735,"h"
"5499",2010047,2010,1826,12,1344.849,"h"
"5500",2010049,2010,1876,25,382.987,"h"
"5501",2010051,2010,1875,15,384.811,"h"
"5502",2010053,2010,1875,25,215.75,"h"
"5503",2010055,2010,2419,28,20.861,"h"
"5504",2010057,2010,2419,27,17.227,"h"
"5505",2010059,2010,2469,31,33.659,"h"
"5506",2010061,2010,2519,29,33.404,"h"
"5507",2010063,2010,2519,23,163.555,"h"
"5508",2010065,2010,2569,18,19.22,"h"
"5509",2010067,2010,2570,17,363.15,"h"
"5510",2010069,2010,2570,22,283.184,"h"
"5511",2010071,2010,2772,22,122.473,"h"
"5512",2010073,2010,2772,17,69.895,"h"
"5513",2010075,2010,2771,17,79.048,"h"
"5514",2010077,2010,2771,17,17.002,"h"
"5515",2010079,2010,2771,14,12.368,"h"
"5516",2010081,2010,2721,13,36.162,"h"
"5517",2010083,2010,2721,18,22.922,"h"
"5518",2010085,2010,2721,19,174.368,"h"
"5519",2010087,2010,2670,23,38.237,"h"
"5520",2010089,2010,2670,17,108.808,"h"
"5521",2010091,2010,2670,23,26.425,"h"
"5522",2010093,2010,2620,26,59.456,"h"
"5523",2010095,2010,2620,19,110.959,"h"
"5524",2010097,2010,1875,12,40.194,"h"
"5525",2010099,2010,1874,16,54.627,"h"
"5526",2010101,2010,1924,14,58.725,"h"
"5527",2010103,2010,1924,14,78.154,"h"
"5528",2010105,2010,2219,20,64.297,"h"
"5529",2010107,2010,2219,25,53.199,"h"
"5530",2010109,2010,2269,28,258.786,"h"
"5531",2010111,2010,2269,21,55.788,"h"
"5532",2010113,2010,2319,6,3.235,"h"
"5533",2010115,2010,2318,17,70.845,"h"
"5534",2010117,2010,2318,23,27.6,"h"
"5535",2010119,2010,2318,27,32.279,"h"
"5536",2010121,2010,2319,16,10.517,"h"
"5537",2010123,2010,2318,12,5.984,"h"
"5538",2010125,2010,2269,20,145.811,"h"
"5539",2010127,2010,2219,12,15.239,"h"
"5540",2010129,2010,2219,15,55.437,"h"
"5541",2010131,2010,2219,17,13.558,"h"
"5542",2010133,2010,2169,18,249.763,"h"
"5543",2010135,2010,2169,21,119.547,"h"
"5544",2010137,2010,2170,21,441.827,"h"
"5545",2010139,2010,2170,14,46.768,"h"
"5546",2010141,2010,2120,20,54.03,"h"
"5547",2010143,2010,1342,21,167.788,"h"
"5548",2010145,2010,1343,21,206.781,"h"
"5549",2010147,2010,1343,15,45.431,"h"
"5550",2010149,2010,1294,20,159.519,"h"
"5551",2010151,2010,1294,20,171.359,"h"
"5552",2010153,2010,1198,22,545.224,"h"
"5553",2010155,2010,1247,21,505.049,"h"
"5554",2010157,2010,1246,19,360.726,"h"
"5555",2010159,2010,1246,26,252.913,"h"
"5556",2010161,2010,1245,24,130.643,"h"
"5557",2010163,2010,1295,27,412.077,"h"
"5558",2010165,2010,1486,15,270.487,"h"
"5559",2010167,2010,1486,23,363.563,"h"
"5560",2010169,2010,1536,22,441.458,"h"
"5561",2010171,2010,1536,25,701.273,"h"
"5562",2010173,2010,1536,24,528.015,"h"
"5563",2010175,2010,1586,11,85.831,"h"
"5564",2010177,2010,1586,9,192.453,"h"
"5565",2010179,2010,1586,10,402.011,"h"
"5566",2010181,2010,1534,24,319.438,"h"
"5567",2010183,2010,1534,18,33.409,"h"
"5568",2010185,2010,1534,16,191.17,"h"
"5569",2010187,2010,1533,26,337.857,"h"
"5570",2010189,2010,1532,15,10.913,"h"
"5571",2010191,2010,1582,10,5.982,"h"
"5572",2010193,2010,1582,14,76.472,"h"
"5573",2010195,2010,1582,8,5.119,"h"
"5574",2010197,2010,1923,11,23.319,"h"
"5575",2010199,2010,1923,20,179.665,"h"
"5576",2010201,2010,1973,12,9.035,"h"
"5577",2010203,2010,2022,17,156.969,"h"
"5578",2010205,2010,2022,15,46.29,"h"
"5579",2010207,2010,2021,18,22.716,"h"
"5580",2010209,2010,2021,18,19.007,"h"
"5581",2010211,2010,2071,15,32.385,"h"
"5582",2010213,2010,2071,24,83.221,"h"
"5583",2010215,2010,2070,22,111.438,"h"
"5584",2010217,2010,2120,18,50.18,"h"
"5585",2010219,2010,2070,18,64.069,"h"
"5586",2010221,2010,2070,23,173.294,"h"
"5587",2010223,2010,2070,13,15.827,"h"
"5588",2010225,2010,2021,17,160.891,"h"
"5589",2010227,2010,2021,17,217.639,"h"
"5590",2010229,2010,2071,19,314.584,"h"
"5591",2010231,2010,2071,22,86.006,"h"
"5592",2010233,2010,2075,21,45.938,"h"
"5593",2010235,2010,2070,25,49.943,"h"
"5594",2010237,2010,2120,15,32.543,"h"
"5595",2010239,2010,2120,24,77.602,"h"
"5596",2010241,2010,2120,10,12.761,"h"
"5597",2010243,2010,2120,13,15.552,"h"
"5598",2010245,2010,2170,5,12.46,"h"
"5599",2010247,2010,2170,14,29.075,"h"
"5600",2010249,2010,2169,9,2.995,"h"
"5601",2010251,2010,2519,26,81.749,"h"
"5602",2010253,2010,2519,25,58.508,"h"
"5603",2010255,2010,2569,27,59.766,"h"
"5604",2010257,2010,2569,25,48.252,"h"
"5605",2010259,2010,2570,22,91.636,"h"
"5606",2010261,2010,2570,15,81.842,"h"
"5607",2010263,2010,2620,17,34.144,"h"
"5608",2010265,2010,2620,9,6.69,"h"
"5609",2010267,2010,2670,17,24.814,"h"
"5610",2010269,2010,2670,11,5.708,"h"
"5611",2010271,2010,2822,12,375.379,"h"
"5612",2010273,2010,2772,19,211.839,"h"
"5613",2010275,2010,2771,19,55.766,"h"
"5614",2010277,2010,2771,19,119.562,"h"
"5615",2010279,2010,2771,18,46.55,"h"
"5616",2010281,2010,2771,19,188.092,"h"
"5617",2010283,2010,2721,16,233.536,"h"
"5618",2010285,2010,2721,22,58.835,"h"
"5619",2010287,2010,2469,23,71.508,"h"
"5620",2010289,2010,2419,26,50.045,"h"
"5621",2010291,2010,2419,22,103.099,"h"
"5622",2010293,2010,2318,25,98.406,"h"
"5623",2010295,2010,2319,27,113.968,"h"
"5624",2010297,2010,2318,17,88.082,"h"
"5625",2010299,2010,2318,21,52.523,"h"
"5626",2010301,2010,2318,32,139.492,"h"
"5627",2010303,2010,2319,14,64.609,"h"
"5628",2010305,2010,2021,20,15.5,"h"
"5629",2010307,2010,2022,23,26.391,"h"
"5630",2010309,2010,1972,11,26.227,"h"
"5631",2010311,2010,1973,14,140.012,"h"
"5632",2010313,2010,1973,13,196.912,"h"
"5633",2010315,2010,1923,21,109.286,"h"
"5634",2010317,2010,1923,20,135.775,"h"
"5635",2010319,2010,1874,22,55.628,"h"
"5636",2010321,2010,1874,16,99.926,"h"
"5637",2010323,2010,1827,12,3.883,"h"
"5638",2010325,2010,1826,15,12.008,"h"
"5639",2010327,2010,1826,10,1.115,"h"
"5640",2010329,2010,1876,17,4.812,"h"
"5641",2010331,2010,1875,21,17.955,"h"
"5642",2010333,2010,1875,11,70.123,"h"
"5643",2010335,2010,2169,33,52.864,"h"
"5644",2010337,2010,2169,22,33.477,"h"
"5645",2010339,2010,2219,18,13.056,"h"
"5646",2010341,2010,2219,19,138.343,"h"
"5647",2010343,2010,2219,11,16.892,"h"
"5648",2010345,2010,2219,12,8.272,"h"
"5649",2010347,2010,2269,16,12.299,"h"
"5650",2010349,2010,2269,25,20.648,"h"
"5651",2010351,2010,2269,22,58.729,"h"
"5652",2010353,2010,1827,16,95.401,"h"
"5653",2010355,2010,1777,21,59.731,"h"
"5654",2010357,2010,1777,15,46.452,"h"
"5655",2010359,2010,1777,8,9.477,"h"
"5656",2010361,2010,1778,26,43.801,"h"
"5657",2010363,2010,1779,16,185.493,"h"
"5658",2010365,2010,1729,19,34.1,"h"
"5659",2010367,2010,1680,21,281.5,"h"
"5660",2010369,2010,1586,9,7.121,"h"
"5661",2010371,2010,1536,23,60.898,"h"
"5662",2010373,2010,1534,27,78.216,"h"
"5663",2010375,2010,1534,24,214.296,"h"
"5664",2010377,2010,1533,21,191.704,"h"
"5665",2010379,2010,1532,17,228.516,"h"
"5666",2010381,2010,1582,13,8.749,"h"
"5667",2010383,2010,1582,18,93.292,"h"
"5668",2010385,2010,1582,20,265.385,"h"
"5669",2010387,2010,1631,22,183.117,"h"
"5670",2010389,2010,1630,19,183.361,"h"
"5671",2010391,2010,1630,26,16.046,"h"
"5672",2010393,2010,1680,28,84.99,"h"
"5673",2010395,2010,1388,27,124.728,"h"
"5674",2010397,2010,1388,32,116.547,"h"
"5675",2010399,2010,1388,24,146.509,"h"
"5676",2010401,2010,1340,20,204.251,"h"
"5677",2010403,2010,1340,24,52.406,"h"
"5678",2010405,2010,1340,21,46.866,"h"
"5679",2010407,2010,1341,15,245.511,"h"
"5680",2010409,2010,1342,9,11.558,"h"
"5681",2010411,2010,1343,8,11.222,"h"
"5682",2010413,2010,1198,9,30.212,"h"
"5683",2010415,2010,1197,13,40.312,"h"
"5684",2010417,2010,1247,8,110.627,"h"
"5685",2010419,2010,1246,12,109.102,"h"
"5686",2010421,2010,1245,6,122.624,"h"
"5687",2010423,2010,1295,11,39.115,"h"
"5688",2010425,2010,1294,15,33.945,"h"
"5689",2010427,2010,1294,7,24.415,"h"
"5690",2010429,2010,1343,10,4.15,"h"
"5691",2010431,2010,1437,24,259.867,"h"
"5692",2010433,2010,1487,16,125.075,"h"
"5693",2010435,2010,1486,21,298.547,"h"
"5694",2010437,2010,1486,19,134.207,"h"
"5695",2010439,2010,1536,27,404.128,"h"
"5696",2010441,2010,1536,22,135.818,"h"
"5697",2010443,2010,1536,12,151.334,"h"
"5698",2010445,2010,1536,15,185.234,"h"
"5699",2010447,2010,1586,6,11.309,"h"
"5700",2010449,2010,1586,21,14.608,"h"
"5701",2010451,2010,1586,24,62.327,"h"
"5702",2010453,2010,1536,22,20.626,"h"
"5703",2010455,2010,1536,17,35.882,"h"
"5704",2010457,2010,1536,31,182.685,"h"
"5705",2010459,2010,1486,24,72.385,"h"
"5706",2010461,2010,1486,25,80.413,"h"
"5707",2010463,2010,1487,31,127.758,"h"
"5708",2010465,2010,1437,22,200.503,"h"
"5709",2010467,2010,1388,24,46.586,"h"
"5710",2010469,2010,1388,27,62.809,"h"
"5711",2010471,2010,1389,35,194.573,"h"
"5712",2010473,2010,1340,26,423.869,"h"
"5713",2010475,2010,1340,24,30.942,"h"
"5714",2010477,2010,1340,26,37.076,"h"
"5715",2010479,2010,1536,24,43.72,"h"
"5716",2010481,2010,1535,23,50.771,"h"
"5717",2010483,2010,1534,24,52.513,"h"
"5718",2010485,2010,1534,29,51.104,"h"
"5719",2010487,2010,1582,8,157.86,"h"
"5720",2010489,2010,1532,25,104.603,"h"
"5721",2010491,2010,1582,28,57.882,"h"
"5722",2010493,2010,1582,26,179.014,"h"
"5723",2010495,2010,2419,16,287.795,"h"
"5724",2010497,2010,2419,27,60.691,"h"
"5725",2010499,2010,2469,29,128.417,"h"
"5726",2010501,2010,2519,25,90.167,"h"
"5727",2010503,2010,2519,27,61.592,"h"
"5728",2010505,2010,2569,28,594.3,"h"
"5729",2010507,2010,2570,32,44.077,"h"
"5730",2010509,2010,2570,23,48.993,"h"
"5731",2010511,2010,2772,12,19.764,"h"
"5732",2010513,2010,2772,16,12.948,"h"
"5733",2010515,2010,2771,12,15.253,"h"
"5734",2010517,2010,2771,17,6.601,"h"
"5735",2010519,2010,2771,18,25.605,"h"
"5736",2010521,2010,2721,24,191.18,"h"
"5737",2010523,2010,2721,12,13.584,"h"
"5738",2010525,2010,2721,23,35.887,"h"
"5739",2010527,2010,2670,29,60.867,"h"
"5740",2010529,2010,2670,15,11.421,"h"
"5741",2010531,2010,2620,15,12.752,"h"
"5742",2010533,2010,2620,20,44.251,"h"
"5743",2010535,2010,2620,14,24.797,"h"
"5744",2010537,2010,2318,19,4.772,"h"
"5745",2010539,2010,2319,12,2.265,"h"
"5746",2010541,2010,2318,22,19.005,"h"
"5747",2010543,2010,2318,28,74.683,"h"
"5748",2010545,2010,2318,12,4.733,"h"
"5749",2010547,2010,2319,13,54.804,"h"
"5750",2010549,2010,2269,15,5.705,"h"
"5751",2010551,2010,2269,18,11.145,"h"
"5752",2010553,2010,2269,16,16.021,"h"
"5753",2010555,2010,2269,18,18.168,"h"
"5754",2010557,2010,2219,19,28.437,"h"
"5755",2010559,2010,2219,21,13.888,"h"
"5756",2010561,2010,2219,16,9.892,"h"
"5757",2010563,2010,2219,16,57.11,"h"
"5758",2010565,2010,2169,26,94.15,"h"
"5759",2010567,2010,2169,15,13.758,"h"
"5760",2010569,2010,2169,16,59.807,"h"
"5761",2010571,2010,2170,17,36.079,"h"
"5762",2010573,2010,2120,9,4.82,"h"
"5763",2010575,2010,2120,21,26.799,"h"
"5764",2010577,2010,2070,29,45.188,"h"
"5765",2010579,2010,2070,22,52.268,"h"
"5766",2010581,2010,2070,21,9.482,"h"
"5767",2010583,2010,2070,16,419.551,"h"
"5768",2010585,2010,2071,16,21.517,"h"
"5769",2010587,2010,2071,16,31.532,"h"
"5770",2010589,2010,2021,17,13.275,"h"
"5771",2010591,2010,2021,15,39.165,"h"
"5772",2010593,2010,1779,18,61.869,"h"
"5773",2010595,2010,1729,16,25.38,"h"
"5774",2010597,2010,1730,13,7.684,"h"
"5775",2010599,2010,1680,28,22.494,"h"
"5776",2010601,2010,1680,18,41.457,"h"
"5777",2010603,2010,1680,24,214.351,"h"
"5778",2010605,2010,2022,25,40.226,"h"
"5779",2010607,2010,2022,30,72.598,"h"
"5780",2010609,2010,1972,24,49.555,"h"
"5781",2010611,2010,1973,11,25.012,"h"
"5782",2010613,2010,1973,15,22.949,"h"
"5783",2010615,2010,1923,22,21.868,"h"
"5784",2010617,2010,1923,21,20.495,"h"
"5785",2010619,2010,1924,13,20.204,"h"
"5786",2010621,2010,1874,16,42.693,"h"
"5787",2010623,2010,1875,25,884.931,"h"
"5788",2010625,2010,1875,27,95.021,"h"
"5789",2010627,2010,1876,20,70.794,"h"
"5790",2010629,2010,1826,28,19.438,"h"
"5791",2010631,2010,1826,20,26.977,"h"
"5792",2010633,2010,1341,27,1226.731,"h"
"5793",2010635,2010,1342,20,438.253,"h"
"5794",2010637,2010,1343,21,23.781,"h"
"5795",2010639,2010,1343,29,454.474,"h"
"5796",2010641,2010,1343,34,1013.216,"h"
"5797",2010643,2010,1198,15,274.374,"h"
"5798",2010645,2010,1197,16,2194.503,"h"
"5799",2010647,2010,1247,23,250.816,"h"
"5800",2010649,2010,1246,26,132.748,"h"
"5801",2010651,2010,1245,21,1199.106,"h"
"5802",2010653,2010,1295,23,1090.745,"h"
"5803",2010655,2010,1295,24,265.718,"h"
"5804",2010657,2010,1582,10,5.643,"h"
"5805",2010659,2010,1581,17,17.802,"h"
"5806",2010661,2010,1630,14,9.681,"h"
"5807",2010663,2010,1778,6,6.701,"h"
"5808",2010665,2010,1778,19,39.457,"h"
"5809",2010667,2010,1778,16,19.96,"h"
"5810",2010669,2010,1827,18,46.45,"h"
"5811",2010671,2010,1827,29,15.156,"h"
"5812",2011001,2011,2519,25,68.313,"h"
"5813",2011003,2011,2570,25,127.102,"h"
"5814",2011005,2011,2570,24,43.953,"h"
"5815",2011007,2011,2620,17,154.468,"h"
"5816",2011009,2011,2620,21,125.034,"h"
"5817",2011011,2011,2620,18,111.134,"h"
"5818",2011013,2011,2670,27,135.366,"h"
"5819",2011015,2011,2670,25,115.398,"h"
"5820",2011017,2011,2822,10,294,"h"
"5821",2011019,2011,2772,15,322.152,"h"
"5822",2011021,2011,2772,23,177.887,"h"
"5823",2011023,2011,2771,14,287.186,"h"
"5824",2011025,2011,2771,14,90.75,"h"
"5825",2011027,2011,2771,13,34.786,"h"
"5826",2011029,2011,2721,14,17.269,"h"
"5827",2011031,2011,2721,22,109.422,"h"
"5828",2011033,2011,2569,26,106.535,"h"
"5829",2011035,2011,2519,22,53.645,"h"
"5830",2011037,2011,2469,26,135.428,"h"
"5831",2011039,2011,2469,23,72.875,"h"
"5832",2011041,2011,2419,30,135.516,"h"
"5833",2011043,2011,2419,25,102.424,"h"
"5834",2011045,2011,2369,22,63.064,"h"
"5835",2011047,2011,2318,19,145.578,"h"
"5836",2011049,2011,1973,11,62.325,"h"
"5837",2011051,2011,1923,7,29.236,"h"
"5838",2011053,2011,1924,8,73.363,"h"
"5839",2011055,2011,1827,19,135.999,"h"
"5840",2011057,2011,1826,16,746.377,"h"
"5841",2011059,2011,1826,12,315.982,"h"
"5842",2011061,2011,1826,11,83.497,"h"
"5843",2011063,2011,1875,11,207.256,"h"
"5844",2011065,2011,1874,17,106.199,"h"
"5845",2011067,2011,2269,6,28.309,"h"
"5846",2011069,2011,2319,22,186.645,"h"
"5847",2011071,2011,2318,28,155.335,"h"
"5848",2011073,2011,2318,26,94.388,"h"
"5849",2011075,2011,2319,23,85.25,"h"
"5850",2011077,2011,2319,16,116.597,"h"
"5851",2011079,2011,2269,20,542.536,"h"
"5852",2011081,2011,2269,17,224.002,"h"
"5853",2011083,2011,2219,25,54.547,"h"
"5854",2011085,2011,2219,19,240.89,"h"
"5855",2011087,2011,2219,16,39.599,"h"
"5856",2011089,2011,2219,21,66.587,"h"
"5857",2011091,2011,2169,24,217.361,"h"
"5858",2011093,2011,2169,7,92.809,"h"
"5859",2011095,2011,2169,18,124.897,"h"
"5860",2011097,2011,2170,17,62.863,"h"
"5861",2011099,2011,2120,15,22.448,"h"
"5862",2011101,2011,2120,12,10.393,"h"
"5863",2011103,2011,2120,12,4.872,"h"
"5864",2011105,2011,2120,16,204.415,"h"
"5865",2011107,2011,2120,18,264.463,"h"
"5866",2011109,2011,2070,21,842.067,"h"
"5867",2011111,2011,2070,21,485.528,"h"
"5868",2011113,2011,2071,21,203.336,"h"
"5869",2011115,2011,2071,18,71.392,"h"
"5870",2011117,2011,2021,21,180.714,"h"
"5871",2011119,2011,2021,17,283.032,"h"
"5872",2011121,2011,1340,23,404.706,"h"
"5873",2011123,2011,1341,21,161.265,"h"
"5874",2011125,2011,1342,22,214.088,"h"
"5875",2011127,2011,1343,28,200.067,"h"
"5876",2011129,2011,1343,28,555.268,"h"
"5877",2011131,2011,1294,24,217.002,"h"
"5878",2011133,2011,1198,28,266.676,"h"
"5879",2011135,2011,1247,22,361.589,"h"
"5880",2011137,2011,1247,17,311.372,"h"
"5881",2011139,2011,1246,21,385.696,"h"
"5882",2011141,2011,1245,20,992.332,"h"
"5883",2011143,2011,1295,19,1462.9,"h"
"5884",2011145,2011,1294,22,317.997,"h"
"5885",2011147,2011,1535,21,517.031,"h"
"5886",2011149,2011,1534,19,476.984,"h"
"5887",2011151,2011,1534,20,276.144,"h"
"5888",2011153,2011,1534,20,1001.358,"h"
"5889",2011155,2011,1533,23,103.378,"h"
"5890",2011157,2011,1582,24,540.32,"h"
"5891",2011159,2011,1582,30,473.493,"h"
"5892",2011161,2011,1582,19,14.512,"h"
"5893",2011163,2011,1972,24,309.971,"h"
"5894",2011165,2011,1972,22,73.829,"h"
"5895",2011167,2011,2022,22,54.207,"h"
"5896",2011169,2011,2021,22,78.2,"h"
"5897",2011171,2011,1779,19,31.595,"h"
"5898",2011173,2011,1778,15,92.793,"h"
"5899",2011175,2011,1778,12,22.803,"h"
"5900",2011177,2011,1777,22,160.496,"h"
"5901",2011179,2011,1827,24,122.089,"h"
"5902",2011181,2011,1730,10,47.926,"h"
"5903",2011183,2011,1680,23,958.984,"h"
"5904",2011185,2011,1680,26,46.397,"h"
"5905",2011187,2011,1680,25,28.495,"h"
"5906",2011189,2011,1630,13,46.303,"h"
"5907",2011191,2011,1630,18,33.129,"h"
"5908",2011193,2011,1340,18,37.567,"h"
"5909",2011195,2011,1340,23,516.184,"h"
"5910",2011197,2011,1389,28,806.294,"h"
"5911",2011199,2011,1388,22,269.341,"h"
"5912",2011201,2011,1388,21,74.467,"h"
"5913",2011203,2011,1437,22,47.047,"h"
"5914",2011205,2011,1437,22,423.646,"h"
"5915",2011207,2011,1487,15,277.282,"h"
"5916",2011209,2011,1486,19,623.095,"h"
"5917",2011211,2011,1486,23,709.941,"h"
"5918",2011213,2011,1536,18,1035.773,"h"
"5919",2011215,2011,1536,26,501.585,"h"
"5920",2011217,2011,1536,21,258.873,"h"
"5921",2011219,2011,1536,20,257.363,"h"
"5922",2011221,2011,1586,21,441.324,"h"
"5923",2011223,2011,1586,16,64.177,"h"
"5924",2011225,2011,2519,15,614.153,"h"
"5925",2011227,2011,2569,27,75.95,"h"
"5926",2011229,2011,2570,25,205.77,"h"
"5927",2011231,2011,2570,29,126.305,"h"
"5928",2011233,2011,2620,20,335.22,"h"
"5929",2011235,2011,2620,19,16.896,"h"
"5930",2011237,2011,2620,11,9.272,"h"
"5931",2011239,2011,2822,33,147.802,"h"
"5932",2011241,2011,2772,25,102.137,"h"
"5933",2011243,2011,2772,27,79.071,"h"
"5934",2011245,2011,2771,28,63.973,"h"
"5935",2011247,2011,2771,30,93.41,"h"
"5936",2011249,2011,2771,24,94.7,"h"
"5937",2011251,2011,2721,25,262.523,"h"
"5938",2011253,2011,2721,26,136.452,"h"
"5939",2011255,2011,2670,24,63.806,"h"
"5940",2011257,2011,2670,23,38.376,"h"
"5941",2011259,2011,2519,22,284.826,"h"
"5942",2011261,2011,2469,25,594.126,"h"
"5943",2011263,2011,2469,22,407.82,"h"
"5944",2011265,2011,2419,29,436.116,"h"
"5945",2011267,2011,2419,22,285.143,"h"
"5946",2011269,2011,2369,18,107.334,"h"
"5947",2011271,2011,2318,25,161.3,"h"
"5948",2011273,2011,2319,23,195.89,"h"
"5949",2011275,2011,2319,14,37.914,"h"
"5950",2011277,2011,1923,29,89.459,"h"
"5951",2011279,2011,1923,22,71.472,"h"
"5952",2011281,2011,1924,24,81.363,"h"
"5953",2011283,2011,1874,21,313.385,"h"
"5954",2011285,2011,1875,24,59.607,"h"
"5955",2011287,2011,1826,19,109.883,"h"
"5956",2011289,2011,1826,25,115.429,"h"
"5957",2011291,2011,1826,18,289.456,"h"
"5958",2011293,2011,1343,28,50.093,"h"
"5959",2011295,2011,1294,23,29.639,"h"
"5960",2011297,2011,1294,23,41.655,"h"
"5961",2011299,2011,1295,17,34.576,"h"
"5962",2011301,2011,1295,17,38.333,"h"
"5963",2011303,2011,1245,17,23.371,"h"
"5964",2011305,2011,1246,21,24.704,"h"
"5965",2011307,2011,1247,23,78.138,"h"
"5966",2011309,2011,1197,28,169.071,"h"
"5967",2011311,2011,1198,22,35.695,"h"
"5968",2011313,2011,1343,25,102.092,"h"
"5969",2011315,2011,1342,21,257.579,"h"
"5970",2011317,2011,1342,22,39.116,"h"
"5971",2011319,2011,1340,25,100.641,"h"
"5972",2011321,2011,1340,23,207.469,"h"
"5973",2011323,2011,1389,36,73.127,"h"
"5974",2011325,2011,1388,21,51.202,"h"
"5975",2011327,2011,1388,27,79.934,"h"
"5976",2011329,2011,1437,26,118.465,"h"
"5977",2011331,2011,1437,24,275.769,"h"
"5978",2011333,2011,1487,24,223.066,"h"
"5979",2011335,2011,1486,29,407.038,"h"
"5980",2011337,2011,1486,24,215.16,"h"
"5981",2011339,2011,1536,31,322.838,"h"
"5982",2011341,2011,1536,19,339.906,"h"
"5983",2011343,2011,1536,26,180.238,"h"
"5984",2011345,2011,1536,22,277.988,"h"
"5985",2011347,2011,1730,6,7.478,"h"
"5986",2011349,2011,1730,13,14.762,"h"
"5987",2011351,2011,1779,25,89.713,"h"
"5988",2011353,2011,1778,23,446.418,"h"
"5989",2011355,2011,1778,19,60.587,"h"
"5990",2011357,2011,1778,21,22.161,"h"
"5991",2011359,2011,1777,22,37.899,"h"
"5992",2011361,2011,1827,17,14.989,"h"
"5993",2011363,2011,2318,17,326.182,"h"
"5994",2011365,2011,2318,21,119.425,"h"
"5995",2011367,2011,2318,29,142.728,"h"
