"","event","year","rasterID","S","biomass","yrcat"
"1631",1996239,1996,1730,5,0.78,"c"
"1632",1996241,1996,1730,9,3.178,"c"
"1633",1996243,1996,1730,10,0.289,"c"
"1634",1996245,1996,1779,24,104.003,"c"
"1635",1996247,1996,1779,22,9.452,"c"
"1636",1996249,1996,1778,25,12.85,"c"
"1637",1996253,1996,1777,20,9.846,"c"
"1638",1996255,1996,1777,24,29.398,"c"
"1639",1996257,1996,1924,12,2.56,"c"
"1640",1996259,1996,1874,24,72.181,"c"
"1641",1996263,1996,1923,24,26.979,"c"
"1642",1996265,1996,1923,27,53.376,"c"
"1643",1996267,1996,1973,19,11.918,"c"
"1644",1996269,1996,1972,5,3.526,"c"
"1645",1996271,1996,2022,8,9.661,"c"
"1646",1996273,1996,2021,16,3.4,"c"
"1647",1996275,1996,2319,6,50.452,"c"
"1648",1996277,1996,2318,11,7.068,"c"
"1649",1996279,1996,2318,17,9.794,"c"
"1650",1996281,1996,2419,19,54.734,"c"
"1651",1996283,1996,2519,25,17.495,"c"
"1652",1996285,1996,2569,26,551.728,"c"
"1653",1996287,1996,2771,27,60.079,"c"
"1654",1996289,1996,2771,31,73.491,"c"
"1655",1996291,1996,2771,22,59.356,"c"
"1656",1996293,1996,2721,20,17.602,"c"
"1657",1996295,1996,2670,15,26.407,"c"
"1658",1996297,1996,2670,18,17.323,"c"
"1659",1996299,1996,2620,22,93.85,"c"
"1660",1996301,1996,2269,12,2.766,"c"
"1661",1996303,1996,2269,14,3.297,"c"
"1662",1996305,1996,2269,15,20.407,"c"
"1663",1996307,1996,2219,13,18.946,"c"
"1664",1996309,1996,2169,15,24.53,"c"
"1665",1996311,1996,2169,14,25.159,"c"
"1666",1996313,1996,2170,8,3.293,"c"
"1667",1996315,1996,2120,12,7.646,"c"
"1668",1996317,1996,2120,8,17.343,"c"
"1669",1996319,1996,2120,10,4.662,"c"
"1670",1996321,1996,2120,9,11.615,"c"
"1671",1996323,1996,1875,16,18.041,"c"
"1672",1996325,1996,1875,20,81.672,"c"
"1673",1996329,1996,1826,18,9.699,"c"
"1674",1996331,1996,1586,23,14.872,"c"
"1675",1996333,1996,1536,16,85.417,"c"
"1676",1996335,1996,1486,34,120.61,"c"
"1677",1996337,1996,1487,23,44.959,"c"
"1678",1996339,1996,1388,25,9.374,"c"
"1679",1996341,1996,1340,34,60.22,"c"
"1680",1996343,1996,1246,34,105.549,"c"
"1681",1996345,1996,1246,29,56.673,"c"
"1682",1996347,1996,1295,25,93.53,"c"
"1683",1996349,1996,1294,27,46.268,"c"
"1684",1996351,1996,1342,23,29.174,"c"
"1685",1996353,1996,1340,28,73.727,"c"
"1686",1996355,1996,1680,29,27.236,"c"
"1687",1996357,1996,1680,30,28.717,"c"
"1688",1996359,1996,1680,31,71.772,"c"
"1689",1996361,1996,1680,27,109.232,"c"
"1690",1996363,1996,1680,17,10.448,"c"
"1691",1996365,1996,1730,16,8.089,"c"
"1692",1996367,1996,1777,30,35.662,"c"
"1693",1996369,1996,1777,28,16.736,"c"
"1694",1996371,1996,1778,33,44.064,"c"
"1695",1996373,1996,1778,24,4.048,"c"
"1696",1996375,1996,1779,30,26.841,"c"
"1697",1996377,1996,1779,35,40.474,"c"
"1698",1996379,1996,1730,31,20.68,"c"
"1699",1996381,1996,1730,36,12.071,"c"
"1700",1996383,1996,1730,15,3.346,"c"
"1701",1996385,1996,1730,29,14.823,"c"
"1702",1996387,1996,1680,27,37.552,"c"
"1703",1996395,1996,1586,38,47.613,"c"
"1704",1996397,1996,1535,33,64.373,"c"
"1705",1996399,1996,1534,39,44.602,"c"
"1706",1996401,1996,1534,37,110.476,"c"
"1707",1996403,1996,1582,36,31.286,"c"
"1708",1996405,1996,1582,43,63.421,"c"
"1709",1996411,1996,1586,26,25.01,"c"
"1710",1996413,1996,1586,27,33.05,"c"
"1711",1996415,1996,1586,46,56.344,"c"
"1712",1996417,1996,1536,35,38.045,"c"
"1713",1996419,1996,1486,35,69.803,"c"
"1714",1996423,1996,1437,35,45.876,"c"
"1715",1996431,1996,1388,33,24.356,"c"
"1716",1996433,1996,1246,40,122.322,"c"
"1717",1996441,1996,1295,28,66.662,"c"
"1718",1996443,1996,1294,41,164.01,"c"
"1719",1996451,1996,1342,37,163.444,"c"
"1720",1996457,1996,1340,44,51.563,"c"
"1721",1996459,1996,1340,36,34.536,"c"
"1722",1996461,1996,1533,31,28.412,"c"
"1723",1996463,1996,1532,31,34.539,"c"
"1724",1996465,1996,1581,38,111.035,"c"
"1725",1996467,1996,1630,24,22.967,"c"
"1726",1996469,1996,1630,49,169.468,"c"
"1727",1996471,1996,1680,16,23.33,"c"
"1728",1996473,1996,1680,29,85.026,"c"
"1729",1996475,1996,1680,22,43.747,"c"
"1730",1996477,1996,1680,28,56.952,"c"
"1731",1996479,1996,1680,25,208.538,"c"
"1732",1996481,1996,1874,30,14.369,"c"
"1733",1996483,1996,1924,21,5.123,"c"
"1734",1996485,1996,1875,23,13.175,"c"
"1735",1996487,1996,1875,20,7.633,"c"
"1736",1996491,1996,1826,20,5.274,"c"
"1737",1996493,1996,2219,28,19.993,"c"
"1738",1996495,1996,2269,26,34.65,"c"
"1739",1996497,1996,2269,26,13.305,"c"
"1740",1996499,1996,2269,19,4.942,"c"
"1741",1996501,1996,2319,20,12.091,"c"
"1742",1996503,1996,2318,28,11.792,"c"
"1743",1996505,1996,2318,31,14.047,"c"
"1744",1996507,1996,2771,42,480.58,"c"
"1745",1996509,1996,2771,49,189.95,"c"
"1746",1996511,1996,2771,44,152.791,"c"
"1747",1996513,1996,2721,42,124.481,"c"
"1748",1996515,1996,2670,46,330.455,"c"
"1749",1996517,1996,2670,47,375.302,"c"
"1750",1996519,1996,2620,39,119.832,"c"
"1751",1996521,1996,2569,22,36.416,"c"
"1752",1996523,1996,2519,34,34.971,"c"
"1753",1996525,1996,2419,32,31.54,"c"
"1754",1996527,1996,1924,21,474.376,"c"
"1755",1996529,1996,1923,24,9.314,"c"
"1756",1996531,1996,1923,21,19.301,"c"
"1757",1996533,1996,1973,21,11.133,"c"
"1758",1996535,1996,1972,23,13.784,"c"
"1759",1996537,1996,2169,18,7.882,"c"
"1760",1996539,1996,2169,22,101.659,"c"
"1761",1996541,1996,2170,12,13.437,"c"
"1762",1996543,1996,2120,12,423.176,"c"
"1763",1996545,1996,2120,19,82.4,"c"
"1764",1996547,1996,2120,19,28.641,"c"
"1765",1996549,1996,2120,24,67.826,"c"
"1766",1996551,1996,2021,24,66.8,"c"
"1767",1996553,1996,2022,13,11.009,"c"
"1768",1997001,1997,1777,31,90.552,"c"
"1769",1997003,1997,1777,30,622.568,"c"
"1770",1997005,1997,1778,24,87.251,"c"
"1771",1997007,1997,1778,18,33.123,"c"
"1772",1997009,1997,1779,28,55.168,"c"
"1773",1997011,1997,1779,10,140.945,"c"
"1774",1997013,1997,1730,17,19.215,"c"
"1775",1997015,1997,1730,19,12.083,"c"
"1776",1997017,1997,1730,12,48.332,"c"
"1777",1997019,1997,1730,21,42.815,"c"
"1778",1997021,1997,1680,27,46.505,"c"
"1779",1997023,1997,1680,23,56.053,"c"
"1780",1997025,1997,1680,18,50.926,"c"
"1781",1997027,1997,1680,21,60.668,"c"
"1782",1997029,1997,1680,23,25.51,"c"
"1783",1997031,1997,1680,26,33.091,"c"
"1784",1997033,1997,1630,18,68.605,"c"
"1785",1997035,1997,1630,21,239.763,"c"
"1786",1997037,1997,1581,19,45.173,"c"
"1787",1997039,1997,1582,29,28.946,"c"
"1788",1997041,1997,1582,20,17.873,"c"
"1789",1997043,1997,1532,22,15.182,"c"
"1790",1997045,1997,1533,23,25.394,"c"
"1791",1997047,1997,1826,20,75.277,"c"
"1792",1997049,1997,1826,23,35.721,"c"
"1793",1997057,1997,1875,23,187.88,"c"
"1794",1997059,1997,2120,15,3.518,"c"
"1795",1997061,1997,2120,20,58.892,"c"
"1796",1997063,1997,2170,13,62.471,"c"
"1797",1997065,1997,2169,17,11.801,"c"
"1798",1997067,1997,2169,16,136.645,"c"
"1799",1997077,1997,2318,20,11.331,"c"
"1800",1997079,1997,2318,15,15.487,"c"
"1801",1997081,1997,2319,13,3.987,"c"
"1802",1997083,1997,2269,18,220.859,"c"
"1803",1997085,1997,2269,14,11.411,"c"
"1804",1997087,1997,2269,21,29.243,"c"
"1805",1997089,1997,2219,12,10.751,"c"
"1806",1997095,1997,2120,13,10.915,"c"
"1807",1997097,1997,2120,15,6.782,"c"
"1808",1997107,1997,2021,18,23.457,"c"
"1809",1997111,1997,2022,19,12.791,"c"
"1810",1997113,1997,1972,16,5.401,"c"
"1811",1997115,1997,1973,15,10.506,"c"
"1812",1997117,1997,1923,20,6.045,"c"
"1813",1997119,1997,1923,16,147.797,"c"
"1814",1997121,1997,1924,13,10.846,"c"
"1815",1997123,1997,1874,15,7.582,"c"
"1816",1997125,1997,1924,19,34.763,"c"
"1817",1997127,1997,1875,18,12.056,"c"
"1818",1997129,1997,1534,30,38.549,"c"
"1819",1997131,1997,1534,30,43.94,"c"
"1820",1997133,1997,1534,29,57.799,"c"
"1821",1997135,1997,1586,23,22.729,"c"
"1822",1997137,1997,1586,20,26.742,"c"
"1823",1997139,1997,1586,17,35.756,"c"
"1824",1997141,1997,1586,29,328.298,"c"
"1825",1997143,1997,1294,28,132.633,"c"
"1826",1997145,1997,1295,27,112.244,"c"
"1827",1997147,1997,1246,26,157.378,"c"
"1828",1997149,1997,1246,29,155.773,"c"
"1829",1997151,1997,1342,32,43.357,"c"
"1830",1997153,1997,1340,34,73.09,"c"
"1831",1997155,1997,1340,32,71.505,"c"
"1832",1997157,1997,1388,31,28.966,"c"
"1833",1997159,1997,1437,25,36.149,"c"
"1834",1997161,1997,1536,25,54.695,"c"
"1835",1997163,1997,1486,33,180.226,"c"
"1836",1997171,1997,2419,19,1588.299,"c"
"1837",1997175,1997,2771,10,3.106,"c"
"1838",1997177,1997,2771,5,28.816,"c"
"1839",1997179,1997,2771,8,25.549,"c"
"1840",1997181,1997,2721,5,27.038,"c"
"1841",1997183,1997,2670,14,90.287,"c"
"1842",1997189,1997,2670,13,111.336,"c"
"1843",1997191,1997,2620,21,167.591,"c"
"1844",1997195,1997,2569,15,29.254,"c"
"1845",1997199,1997,2519,29,113.041,"c"
"1846",1997211,1997,1536,21,114.255,"c"
"1847",1997213,1997,1536,11,16.137,"c"
"1848",1997215,1997,1586,13,30.824,"c"
"1849",1997217,1997,1586,9,9.46,"c"
"1850",1997219,1997,1586,24,98.442,"c"
"1851",1997221,1997,1534,29,142.86,"c"
"1852",1997223,1997,1534,19,91.965,"c"
"1853",1997225,1997,1534,27,174.799,"c"
"1854",1997227,1997,1486,18,102.905,"c"
"1855",1997229,1997,1487,20,243.294,"c"
"1856",1997231,1997,1388,17,12.124,"c"
"1857",1997233,1997,1340,16,95.316,"c"
"1858",1997235,1997,1340,26,32.104,"c"
"1859",1997237,1997,1342,30,76.413,"c"
"1860",1997239,1997,1246,16,11.307,"c"
"1861",1997241,1997,1246,6,35,"c"
"1862",1997243,1997,1295,8,2.097,"c"
"1863",1997245,1997,1294,3,0.434,"c"
"1864",1997247,1997,1533,23,30.089,"c"
"1865",1997249,1997,1532,10,10.515,"c"
"1866",1997251,1997,1582,6,4.202,"c"
"1867",1997253,1997,1582,9,8.015,"c"
"1868",1997255,1997,1581,10,17.064,"c"
"1869",1997257,1997,1630,6,4.171,"c"
"1870",1997259,1997,1630,18,32.245,"c"
"1871",1997261,1997,1680,6,7.815,"c"
"1872",1997263,1997,1680,5,13.551,"c"
"1873",1997265,1997,2022,23,33.345,"c"
"1874",1997267,1997,2021,15,10.121,"c"
"1875",1997269,1997,2120,10,2.087,"c"
"1876",1997271,1997,2120,8,1.412,"c"
"1877",1997273,1997,2120,3,1.638,"c"
"1878",1997275,1997,2120,6,5.353,"c"
"1879",1997277,1997,2170,8,5.098,"c"
"1880",1997279,1997,2169,19,45.593,"c"
"1881",1997281,1997,2169,28,31.362,"c"
"1882",1997283,1997,1972,25,68.962,"c"
"1883",1997285,1997,1973,3,15.588,"c"
"1884",1997287,1997,1923,12,17.211,"c"
"1885",1997289,1997,1923,24,52.768,"c"
"1886",1997291,1997,1924,8,14.003,"c"
"1887",1997293,1997,1924,24,118.233,"c"
"1888",1997295,1997,1874,26,30.736,"c"
"1889",1997297,1997,1875,18,20.5,"c"
"1890",1997299,1997,1680,28,107.227,"c"
"1891",1997301,1997,1680,17,55.503,"c"
"1892",1997303,1997,1680,14,12.888,"c"
"1893",1997305,1997,1680,27,46.205,"c"
"1894",1997307,1997,1730,6,0.693,"c"
"1895",1997309,1997,1730,8,4.43,"c"
"1896",1997311,1997,1730,10,14.769,"c"
"1897",1997313,1997,1730,8,2.275,"c"
"1898",1997315,1997,1779,24,115.21,"c"
"1899",1997317,1997,1779,23,17.986,"c"
"1900",1997319,1997,1778,20,5.797,"c"
"1901",1997321,1997,1778,27,59.715,"c"
"1902",1997323,1997,1777,24,27.075,"c"
"1903",1997325,1997,1777,30,54.725,"c"
"1904",1997327,1997,2219,11,6.471,"c"
"1905",1997329,1997,2269,7,0.574,"c"
"1906",1997331,1997,2269,10,18.736,"c"
"1907",1997333,1997,2269,10,1.137,"c"
"1908",1997335,1997,2319,4,1.109,"c"
"1909",1997337,1997,2318,26,69.133,"c"
"1910",1997339,1997,2318,29,49.876,"c"
"1911",1997341,1997,2771,15,13.832,"c"
"1912",1997343,1997,2771,14,10.657,"c"
"1913",1997345,1997,2771,11,10.84,"c"
"1914",1997347,1997,2721,9,4.712,"c"
"1915",1997349,1997,2670,39,361.616,"c"
"1916",1997351,1997,2670,18,915.473,"c"
"1917",1997353,1997,2620,27,135.198,"c"
"1918",1997355,1997,2569,32,48.58,"c"
"1919",1997357,1997,2519,26,49.321,"c"
"1920",1997359,1997,2419,23,22.101,"c"
"1921",1997361,1997,1826,14,0.878,"c"
"1922",1997363,1997,1826,23,105.778,"c"
"1923",1997365,1997,1875,17,27.882,"c"
"1924",1997367,1997,1826,20,8.572,"c"
"1925",1997369,1997,1826,32,11.726,"c"
"1926",1997371,1997,1875,22,21.191,"c"
"1927",1997373,1997,1875,10,0.602,"c"
"1928",1997375,1997,1874,15,26.926,"c"
"1929",1997377,1997,1874,22,16.081,"c"
"1930",1997379,1997,1924,9,66.226,"c"
"1931",1997381,1997,2219,17,14.49,"c"
"1932",1997383,1997,2269,24,73.169,"c"
"1933",1997385,1997,2269,17,8.724,"c"
"1934",1997387,1997,2269,18,9.288,"c"
"1935",1997389,1997,2319,10,8.763,"c"
"1936",1997391,1997,2318,20,30.942,"c"
"1937",1997393,1997,2318,17,47.812,"c"
"1938",1997395,1997,2419,19,48.347,"c"
"1939",1997397,1997,2771,12,25.199,"c"
"1940",1997399,1997,2771,11,6.374,"c"
"1941",1997401,1997,2771,11,6.555,"c"
"1942",1997403,1997,2721,8,8.267,"c"
"1943",1997405,1997,2670,15,4.528,"c"
"1944",1997407,1997,2670,9,2.377,"c"
"1945",1997409,1997,2620,11,2.961,"c"
"1946",1997411,1997,2569,5,3.548,"c"
"1947",1997413,1997,2519,28,152.759,"c"
"1948",1997415,1997,2169,15,3.339,"c"
"1949",1997417,1997,2169,17,13.967,"c"
"1950",1997419,1997,2170,17,18.354,"c"
"1951",1997421,1997,2120,16,21.261,"c"
"1952",1997423,1997,2120,10,6.866,"c"
"1953",1997425,1997,2120,18,14.426,"c"
"1954",1997427,1997,2120,13,27.459,"c"
"1955",1997429,1997,2021,18,13.477,"c"
"1956",1997431,1997,2022,13,8.424,"c"
"1957",1997433,1997,1972,16,14.199,"c"
"1958",1997435,1997,1973,11,3.758,"c"
"1959",1997437,1997,1923,10,1.973,"c"
"1960",1997439,1997,1923,13,12.878,"c"
"1961",1997441,1997,1680,18,18.351,"c"
"1962",1997443,1997,1680,12,13.473,"c"
"1963",1997445,1997,1680,12,12.879,"c"
"1964",1997447,1997,1680,28,19.785,"c"
"1965",1997449,1997,1730,18,6.145,"c"
"1966",1997451,1997,1730,9,4.737,"c"
"1967",1997453,1997,1730,13,6.254,"c"
"1968",1997455,1997,1730,1,0.105,"c"
"1969",1997457,1997,1779,4,5.143,"c"
"1970",1997459,1997,1777,23,15.009,"c"
"1971",1997461,1997,1777,30,16.757,"c"
"1972",1997463,1997,1778,32,52.795,"c"
"1973",1997465,1997,1778,12,3.456,"c"
"1974",1997467,1997,1779,21,20.226,"c"
"1975",1997473,1997,1388,34,20.718,"c"
"1976",1997475,1997,1340,27,62.636,"c"
"1977",1997477,1997,1340,21,23.151,"c"
"1978",1997483,1997,1246,15,10.775,"c"
"1979",1997487,1997,1246,15,108.133,"c"
"1980",1997491,1997,1295,4,1.652,"c"
"1981",1997493,1997,1294,9,10.559,"c"
"1982",1997497,1997,1680,7,4.859,"c"
"1983",1997499,1997,1680,12,11.728,"c"
"1984",1997501,1997,1630,26,83.763,"c"
"1985",1997503,1997,1630,15,11.717,"c"
"1986",1997505,1997,1581,23,141.747,"c"
"1987",1997507,1997,1582,38,38.08,"c"
"1988",1997509,1997,1582,34,37.701,"c"
"1989",1997515,1997,1342,30,88.516,"c"
"1990",1997523,1997,1486,40,246.159,"c"
"1991",1997525,1997,1536,17,16.94,"c"
"1992",1997527,1997,1536,15,22.375,"c"
"1993",1997529,1997,1586,10,7.001,"c"
"1994",1997531,1997,1586,8,11.843,"c"
"1995",1997537,1997,1586,19,45.707,"c"
"1996",1997541,1997,1534,12,12.818,"c"
"1997",1997543,1997,1534,13,5.955,"c"
"1998",1997545,1997,1534,20,23.378,"c"
"1999",1997551,1997,1533,28,21.061,"c"
"2000",1997553,1997,1532,27,28.342,"c"
"2001",1998001,1998,1827,17,36.749,"d"
"2002",1998003,1998,1827,16,143.424,"d"
"2003",1998005,1998,1777,15,17.258,"d"
"2004",1998007,1998,1777,19,39.102,"d"
"2005",1998009,1998,1680,23,64.478,"d"
"2006",1998011,1998,1680,18,39.123,"d"
"2007",1998013,1998,1680,12,8.085,"d"
"2008",1998015,1998,1680,10,89.52,"d"
"2009",1998017,1998,1680,11,457.746,"d"
"2010",1998019,1998,1630,13,588.763,"d"
"2011",1998021,1998,1630,5,25.425,"d"
"2012",1998023,1998,1630,7,19.078,"d"
"2013",1998025,1998,1586,12,5.296,"d"
"2014",1998027,1998,1586,26,85.877,"d"
"2015",1998029,1998,1536,21,122.456,"d"
"2016",1998031,1998,1536,23,68.66,"d"
"2017",1998033,1998,1486,28,147.654,"d"
"2018",1998035,1998,1487,27,81.506,"d"
"2019",1998037,1998,1586,22,167.11,"d"
"2020",1998039,1998,1535,27,264.078,"d"
"2021",1998041,1998,1534,22,276.49,"d"
"2022",1998043,1998,1534,25,254.109,"d"
"2023",1998045,1998,1532,19,237.163,"d"
"2024",1998049,1998,2319,24,65.208,"d"
"2025",1998059,1998,2771,31,123.448,"d"
"2026",1998061,1998,2771,21,25.045,"d"
"2027",1998063,1998,2771,10,4,"d"
"2028",1998065,1998,2721,8,1.314,"d"
"2029",1998071,1998,2670,7,15.322,"d"
"2030",1998073,1998,2670,4,0.338,"d"
"2031",1998075,1998,2620,11,2.707,"d"
"2032",1998079,1998,2569,6,2.456,"d"
"2033",1998083,1998,2519,26,118.108,"d"
"2034",1998087,1998,2469,26,48.978,"d"
"2035",1998089,1998,1875,7,9.159,"d"
"2036",1998093,1998,1875,8,6.463,"d"
"2037",1998095,1998,1826,7,4.91,"d"
"2038",1998097,1998,2022,25,36.74,"d"
"2039",1998101,1998,2021,28,42.758,"d"
"2040",1998111,1998,2120,30,77.503,"d"
"2041",1998113,1998,2120,26,17.295,"d"
"2042",1998115,1998,2120,25,427.536,"d"
"2043",1998117,1998,2120,21,59.436,"d"
"2044",1998119,1998,2170,25,22.92,"d"
"2045",1998121,1998,2169,32,44.606,"d"
"2046",1998131,1998,1973,7,0.675,"d"
"2047",1998133,1998,1973,7,0.431,"d"
"2048",1998135,1998,1923,12,9.792,"d"
"2049",1998137,1998,1923,16,11.498,"d"
"2050",1998139,1998,1924,14,4.043,"d"
"2051",1998141,1998,1924,17,8.978,"d"
"2052",1998143,1998,1874,18,271.188,"d"
"2053",1998149,1998,1581,32,68.853,"d"
"2054",1998151,1998,1582,32,103.647,"d"
"2055",1998153,1998,1582,26,442.149,"d"
"2056",1998155,1998,1582,11,84.352,"d"
"2057",1998157,1998,1246,24,88.978,"d"
"2058",1998159,1998,1246,22,164.935,"d"
"2059",1998161,1998,1295,16,714.655,"d"
"2060",1998163,1998,1294,26,88.086,"d"
"2061",1998165,1998,1340,23,83.747,"d"
"2062",1998167,1998,1340,26,79.149,"d"
"2063",1998169,1998,1388,23,53.812,"d"
"2064",1998171,1998,1388,22,65.807,"d"
"2065",1998173,1998,1730,20,19.834,"d"
"2066",1998175,1998,1730,7,1.964,"d"
"2067",1998177,1998,1730,10,59.535,"d"
"2068",1998179,1998,1729,17,20.623,"d"
"2069",1998181,1998,1779,5,1.69,"d"
"2070",1998183,1998,1779,6,2.445,"d"
"2071",1998185,1998,1778,8,84.386,"d"
"2072",1998187,1998,2318,24,55.348,"d"
"2073",1998189,1998,2318,17,7.97,"d"
"2074",1998191,1998,2269,11,3.387,"d"
"2075",1998193,1998,2269,12,4.851,"d"
"2076",1998195,1998,2269,13,4.125,"d"
"2077",1998197,1998,2219,9,4.293,"d"
"2078",1998199,1998,2219,12,8.908,"d"
"2079",1998211,1998,1438,29,42.429,"d"
"2080",1998213,1998,1437,24,130.623,"d"
"2081",1998215,1998,1487,19,43.349,"d"
"2082",1998217,1998,1536,23,19.084,"d"
"2083",1998219,1998,1586,25,27.579,"d"
"2084",1998221,1998,1586,23,32.907,"d"
"2085",1998223,1998,1586,13,10.712,"d"
"2086",1998225,1998,1586,27,35.673,"d"
"2087",1998227,1998,1535,28,32.856,"d"
"2088",1998229,1998,1534,25,138.944,"d"
"2089",1998231,1998,1534,28,110.364,"d"
"2090",1998233,1998,1533,24,7.221,"d"
"2091",1998235,1998,1582,15,9.428,"d"
"2092",1998237,1998,1582,37,48.763,"d"
"2093",1998239,1998,1582,32,46.237,"d"
"2094",1998241,1998,1581,22,29.856,"d"
"2095",1998243,1998,1631,15,10.644,"d"
"2096",1998245,1998,1630,12,10.209,"d"
"2097",1998247,1998,1630,30,71.904,"d"
"2098",1998249,1998,1680,28,59.778,"d"
"2099",1998251,1998,1680,28,64.685,"d"
"2100",1998253,1998,1778,21,19.999,"d"
"2101",1998255,1998,1777,25,13.194,"d"
"2102",1998257,1998,1777,30,20.15,"d"
"2103",1998259,1998,1777,25,8.769,"d"
"2104",1998261,1998,2022,18,8.684,"d"
"2105",1998263,1998,2021,18,7.339,"d"
"2106",1998265,1998,2120,16,7.362,"d"
"2107",1998267,1998,2120,28,41.194,"d"
"2108",1998269,1998,2120,14,4.455,"d"
"2109",1998271,1998,2120,12,6.583,"d"
"2110",1998273,1998,2170,8,3.891,"d"
"2111",1998275,1998,2169,17,13.445,"d"
"2112",1998277,1998,2219,19,14.428,"d"
"2113",1998279,1998,2219,21,10.743,"d"
"2114",1998281,1998,2269,21,14.839,"d"
"2115",1998283,1998,2269,22,29.097,"d"
"2116",1998285,1998,2269,17,4.85,"d"
"2117",1998287,1998,2319,18,10.436,"d"
"2118",1998289,1998,2318,22,103.421,"d"
"2119",1998291,1998,2319,20,9.02,"d"
"2120",1998293,1998,2419,26,46.742,"d"
"2121",1998295,1998,2469,25,230.911,"d"
"2122",1998297,1998,2772,33,52.076,"d"
"2123",1998299,1998,2771,32,68.426,"d"
"2124",1998301,1998,2721,38,149.391,"d"
"2125",1998303,1998,2721,34,61.98,"d"
"2126",1998305,1998,2670,39,73.172,"d"
"2127",1998307,1998,2670,38,27.626,"d"
"2128",1998309,1998,2620,28,43.844,"d"
"2129",1998311,1998,2569,25,24.341,"d"
"2130",1998313,1998,1972,22,31.466,"d"
"2131",1998315,1998,1973,14,8.909,"d"
"2132",1998317,1998,1973,26,16.295,"d"
"2133",1998319,1998,1923,18,4.782,"d"
"2134",1998321,1998,1924,20,16.734,"d"
"2135",1998323,1998,1924,21,7.895,"d"
"2136",1998325,1998,1874,16,13.12,"d"
"2137",1998327,1998,1874,19,61.12,"d"
"2138",1998329,1998,1875,26,21.768,"d"
"2139",1998331,1998,1826,25,23.507,"d"
"2140",1998333,1998,1827,16,2.008,"d"
"2141",1998335,1998,1388,25,6.414,"d"
"2142",1998337,1998,1340,17,3.221,"d"
"2143",1998339,1998,1340,10,4.441,"d"
"2144",1998341,1998,1197,33,55.661,"d"
"2145",1998343,1998,1246,29,221.505,"d"
"2146",1998345,1998,1294,14,12.307,"d"
"2147",1998347,1998,1294,14,5.913,"d"
"2148",1998349,1998,1680,24,46.057,"d"
"2149",1998351,1998,1680,34,43.954,"d"
"2150",1998353,1998,1680,21,53.036,"d"
"2151",1998355,1998,1730,18,10.051,"d"
"2152",1998357,1998,1730,3,0.121,"d"
"2153",1998359,1998,1730,2,0.273,"d"
"2154",1998361,1998,1730,9,1.265,"d"
"2155",1998363,1998,1729,23,25.25,"d"
"2156",1998365,1998,1779,12,1.447,"d"
"2157",1998367,1998,1827,26,18.365,"d"
"2158",1998369,1998,1827,29,28.981,"d"
"2159",1998371,1998,1777,26,31.781,"d"
"2160",1998373,1998,1777,24,10.343,"d"
"2161",1998375,1998,1778,13,12.232,"d"
"2162",1998377,1998,1779,22,9.471,"d"
"2163",1998379,1998,1680,38,59.631,"d"
"2164",1998381,1998,1680,24,14.199,"d"
"2165",1998383,1998,1730,31,45.278,"d"
"2166",1998385,1998,1730,12,0.934,"d"
"2167",1998387,1998,1730,22,17.354,"d"
"2168",1998391,1998,1487,29,52.752,"d"
"2169",1998393,1998,1437,32,110.797,"d"
"2170",1998401,1998,1388,19,17.288,"d"
"2171",1998403,1998,1197,21,15.418,"d"
"2172",1998405,1998,1246,31,41.473,"d"
"2173",1998411,1998,1295,14,43.076,"d"
"2174",1998413,1998,1294,30,280.951,"d"
"2175",1998423,1998,1342,38,47.522,"d"
"2176",1998427,1998,1340,36,37.78,"d"
"2177",1998429,1998,1340,34,45.784,"d"
"2178",1998431,1998,1536,32,121.331,"d"
"2179",1998433,1998,1536,26,7.327,"d"
"2180",1998435,1998,1586,23,16.05,"d"
"2181",1998437,1998,1586,9,708.151,"d"
"2182",1998449,1998,1586,24,44.27,"d"
"2183",1998451,1998,1535,34,106.457,"d"
"2184",1998453,1998,1534,32,153.199,"d"
"2185",1998455,1998,1534,29,37.424,"d"
"2186",1998457,1998,1533,27,21.916,"d"
"2187",1998459,1998,1532,33,70.429,"d"
"2188",1998461,1998,1582,29,59.226,"d"
"2189",1998463,1998,1582,29,20.853,"d"
"2190",1998465,1998,1581,29,82.115,"d"
"2191",1998467,1998,1635,17,19.938,"d"
"2192",1998469,1998,1630,23,126.053,"d"
"2193",1998471,1998,1630,38,68.925,"d"
"2194",1998473,1998,2269,22,16.166,"d"
"2195",1998475,1998,2219,20,39.314,"d"
"2196",1998477,1998,2269,20,10.205,"d"
"2197",1998479,1998,2269,21,24.337,"d"
"2198",1998481,1998,2319,25,36.047,"d"
"2199",1998483,1998,2318,28,21.241,"d"
"2200",1998485,1998,2319,27,58.608,"d"
"2201",1998487,1998,2772,1,0.303,"d"
"2202",1998489,1998,2771,5,15.892,"d"
"2203",1998491,1998,2721,25,62.577,"d"
"2204",1998493,1998,2721,11,8.015,"d"
"2205",1998495,1998,2670,13,9.926,"d"
"2206",1998497,1998,2670,24,39.442,"d"
"2207",1998499,1998,2620,21,35.255,"d"
"2208",1998501,1998,2569,18,56.537,"d"
"2209",1998503,1998,2519,28,54.974,"d"
"2210",1998505,1998,2419,29,62.32,"d"
"2211",1998507,1998,1924,17,45.582,"d"
"2212",1998509,1998,1874,21,12.974,"d"
